"pid","address","value","buildings","year","land","living","good","style","model","grade","beds","baths","heatfuel","heattype","ac","nghd"
4510,"339 LEXINGTON AV",154070,1,1900,0.21,2370,68,"Colonial","Single Family","Above Average",6,3,"Oil/Gas","FA/HW/ST","None","	 0500"
4511,"105 EAST GRAND AV",118510,1,1920,0.17,1734,68,"Cape Cod","Single Family","Above Average",3,1,"Oil/Gas","Hot Water","None","	 0500"
4517,"131 EAST GRAND AV",101570,1,1925,0.2,1092,78,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0500"
4521,"38 SHERLAND AV",98420,1,1890,0.34,1110,78,"Colonial","Single Family","Above Average",2,1,"Gas/Oil","Hot Water","Central","	 0500"
4526,"54 HOWARD ST",135170,1,1963,0.31,1920,68,"Ranch","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 0500"
4527,"15 SHERLAND AV",141260,1,1910,0.45,2071,68,"Colonial","Single Family","Ave/Good",3,1,"Gas/Oil","Hot Water","None","	 0500"
4530,"35 SHERLAND AV",154210,1,1917,0.84,2346,68,"Colonial","Single Family","Ave/Good",2,2,"Gas/Oil","Steam","None","	 0500"
4531,"45 SHERLAND AV",151760,1,1900,0.59,2318,68,"Colonial","Single Family","Ave/Good",4,1,"Gas/Oil","FA/HW/ST","None","	 0500"
4537,"312 SUMMIT ST",89670,1,1956,0.17,1332,68,"Ranch","Single Family","Average",2,1,"Oil/Gas","Hot Water","Central","	 0500"
4540,"294 SUMMIT ST",121940,1,1941,0.33,1600,78,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 0500"
4546,"75 CLIFTON ST",124040,1,1900,0.09,1634,78,"Colonial","Single Family","Above Average",4,1,"Oil/Gas","Hot Water","None","	 0500"
4551,"94 SHERLAND AV",101080,1,1910,0.14,1408,78,"Colonial","Single Family","Above Average",2,1,"Gas/Oil","FA/HW/ST","None","	 0500"
4560,"89 SHERLAND AV",386680,1,1868,0.64,6200,68,"Colonial","Single Family","Vg/Exc",8,3,"Oil/Gas","FA/HW/ST","Central","	 0500"
4566,"386 SUMMIT ST",100170,1,1950,0.15,1386,78,"Cape Cod","Single Family","Average",3,2,"Oil/Gas","Hot Water","Central","	 0500"
4567,"380 SUMMIT ST",82880,1,1956,0.14,1260,68,"Cape Cod","Single Family","Average",2,1,"Oil/Gas","Hot Water","None","	 0500"
4570,"360 SUMMIT ST",96740,1,1960,0.12,1664,68,"Colonial","Single Family","Average",4,1,"Oil/Gas","FA/HW/ST","None","	 0500"
4571,"356 SUMMIT ST",108010,1,1961,0.14,1716,68,"Split-Level","Single Family","Average",5,2,"Gas/Oil","Hot Water","None","	 0500"
4589,"646 QUINNIPIAC AV",137830,1,1900,0.15,1942,68,"Colonial","Single Family","Above Average",4,2,"Oil/Gas","FA/HW/ST","None","	 0500"
4628,"257 LENOX ST",109620,1,1910,0.12,1395,78,"Cape Cod","Single Family","Above Average",3,1,"Oil/Gas","Steam","None","	 0500"
4642,"315 LENOX ST",121590,1,1880,0.23,1659,78,"Colonial","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","None","	 0500"
4643,"321 LENOX ST",115640,1,1850,0.2,1619,78,"Cape Cod","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0500"
4658,"286 LEXINGTON AV",89040,1,1900,0.11,1458,68,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0500"
4663,"52 ANER ST",72100,1,1950,0.17,880,68,"Ranch","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","Central","	 0500"
4727,"370 LENOX ST",98420,1,1910,0.15,1615,68,"Cape Cod","Single Family","Above Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0500"
4730,"350 LENOX ST",72870,1,1900,0.07,917,68,"Cape Cod","Single Family","Above Average",2,1,"Gas/Oil","FA/HW/ST","None","	 0500"
4731,"64 EAST GRAND AV",137060,1,1875,0.08,1989,73,"Colonial","Single Family","Ave/Good",2,1,"Gas/Oil","FA/HW/ST","Central","	 0500"
4746,"381 LENOX ST",117670,1,1900,0.12,1734,78,"Colonial","Single Family","Above Average",2,2,"Oil/Gas","FA/HW/ST","None","	 0500"
4747,"387 LENOX ST",107730,1,1870,0.21,1344,78,"Colonial","Single Family","Above Average",3,1,"Gas/Oil","FA/HW/ST","None","	 0500"
4750,"402 LEXINGTON AV",131950,1,1875,0.13,1447,90,"Colonial","Single Family","Above Average",3,3,"Gas/Oil","Hot Water","None","	 0500"
4757,"16 HULSE ST",83020,1,1990,0.06,803,84,"Split-Level","Single Family","Above Average",2,1,"Electric","FA/HW/ST","None","	 0500"
4788,"747 QUINNIPIAC AV",110040,1,1984,0.19,1620,80,"Colonial","Single Family","Average",3,2,"Gas/Oil","Hot Water","None","	 0700"
4802,"9 RUNO TER",96460,1,1946,0.13,1500,68,"Cape Cod","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","None","	 0700"
4813,"30 FIRST AV",102550,1,1900,0.17,1800,68,"Colonial","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","None","	 0700"
4814,"28 FIRST AV",172900,1,2010,0.17,2357,90,"Colonial","Single Family","Ave/Good",2,1,"Oil/Gas","FA/HW/ST","None","	 0700"
4818,"16 FIRST AV",89110,1,1958,0.1,1008,78,"Ranch","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","Central","	 0700"
4819,"190 CLIFTON ST",77700,1,1900,0.24,1132,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0700"
4822,"84 CLIFTON ST",96530,1,2016,0.28,1440,77,"Colonial","Single Family","Average",3,1,"Gas/Oil","FA/HW/ST","&nbsp;","	 0700"
4825,"439 LEXINGTON AV",100240,1,1870,0.47,1488,67,"Colonial","Single Family","Above Average",3,2,"Oil/Gas","Hot Water","None","	 0700"
4829,"420 LEXINGTON AV",109900,1,1985,0.21,1040,88,"Raised Ranch","Single Family","Above Average",3,2,"Gas/Oil","FA/HW/ST","None","	 0700"
4834,"20 CLIFTON ST",82390,1,1836,0.13,1328,66,"Cape Cod","Single Family","Above Average",2,1,"Electric","Heat pump","Heat Pump","	 0700"
4835,"12 CLIFTON ST",139860,1,1900,0.12,1721,68,"Cape Cod","Single Family","Very Good",3,1,"Oil/Gas","FA/HW/ST","None","	 0700"
4838,"154 ROSEWOOD AV",56630,1,1943,0.18,1043,58,"Ranch","Single Family","Below Average",3,1,"Gas/Oil","FA/HW/ST","None","	 0700"
4839,"144 ROSEWOOD AV",49630,1,1944,0.19,675,68,"Ranch","Single Family","Below Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0700"
4842,"114 ROSEWOOD AV",47390,1,1943,0.21,728,58,"Ranch","Single Family","Below Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0700"
4843,"104 ROSEWOOD AV",56280,1,1943,0.21,860,58,"Ranch","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0700"
4844,"94 ROSEWOOD AV",56140,1,1943,0.21,952,58,"Ranch","Single Family","Below Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0700"
4852,"10 ROSEWOOD AV",63420,1,1944,0.18,916,68,"Ranch","Single Family","Below Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0700"
4854,"236 CLIFTON ST",80010,1,1959,0.12,960,73,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0700"
4855,"200 CLIFTON ST",101220,1,1957,0.18,1530,68,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 0700"
4858,"13 FIRST AV",117740,1,1920,0.14,1990,80,"Colonial","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 0700"
4859,"15 FIRST AV",113890,1,1989,0.14,1458,72,"Raised Ranch","Single Family","Above Average",3,2,"Gas/Oil","Hot Water","Central","	 0700"
4862,"51 FIRST AV",70420,1,1930,0.16,1017,58,"Cape Cod","Single Family","Average",2,1,"Oil/Gas","Forced Hot Air","Central","	 0700"
4864,"57 FIRST AV",103320,1,1900,0.21,1872,58,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0700"
4868,"700 RUSSELL ST",89740,1,1929,0.14,1400,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0700"
4872,"684 RUSSELL ST",110250,1,1944,0.15,1666,78,"Colonial","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","None","	 0700"
4874,"672 RUSSELL ST",60620,1,1944,0.15,882,68,"Ranch","Single Family","Below Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0700"
4875,"668 RUSSELL ST",70910,1,1925,0.13,1028,68,"Ranch","Single Family","Below Average",1,1,"Oil/Gas","FA/HW/ST","None","	 0700"
4878,"654 RUSSELL ST",60480,1,1944,0.14,902,68,"Ranch","Single Family","Below Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0700"
4880,"280 CLIFTON ST",81620,1,1944,0.14,929,78,"Ranch","Single Family","Average",2,1,"Gas/Oil","FA/HW/ST","Central","	 0700"
4881,"274 CLIFTON ST",67760,1,1944,0.14,940,68,"Ranch","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0700"
4887,"65 ROSEWOOD AV",65310,1,1943,0.15,740,78,"Ranch","Single Family","Below Average",2,1,"Oil/Gas","FA/HW/ST","Central","	 0700"
4891,"105 ROSEWOOD AV",62930,1,1943,0.17,996,68,"Ranch","Single Family","Below Average",1,1,"Gas/Oil","FA/HW/ST","Central","	 0700"
4896,"710 RUSSELL ST",91350,1,1933,0.13,1231,68,"Cape Cod","Single Family","Average",2,1,"Gas/Oil","FA/HW/ST","None","	 0700"
4897,"145 ROSEWOOD AV",80640,1,1943,0.19,1062,78,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 0700"
4906,"705 RUSSELL ST",110460,1,1890,0.27,1916,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0700"
4907,"158 EASTERN ST",108150,1,1970,0.28,1505,72,"Cape Cod","Single Family","Above Average",4,2,"Gas/Oil","Hot Water","None","	 0700"
4910,"693 RUSSELL ST",99610,1,1935,0.33,1402,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0700"
4917,"593 RUSSELL ST",85050,1,1942,0.17,1080,68,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0600"
4921,"617 RUSSELL ST",86310,1,1943,0.17,1044,68,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0600"
4926,"317 CLIFTON ST",109690,1,1942,0.19,1626,68,"Cape Cod","Single Family","Above Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0600"
4927,"325 CLIFTON ST",89040,1,1942,0.19,1044,68,"Cape Cod","Single Family","Average",3,1,"Gas/Oil","FA/HW/ST","None","	 0600"
4930,"44 EASTERN ST",93520,1,1946,0.19,1196,68,"Cape Cod","Single Family","Average",4,1,"Gas/Oil","Forced Hot Air","None","	 0600"
4931,"38 EASTERN ST",90860,1,1941,0.2,1125,68,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0600"
4940,"20 EASTERN ST",81620,1,1946,0.17,1237,68,"Cape Cod","Single Family","Average",1,1,"Oil/Gas","FA/HW/ST","None","	 0600"
4946,"50 KINGSWOOD DR",109130,1,1972,0.23,1232,72,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0600"
4947,"42 KINGSWOOD DR",108920,1,1960,0.25,1176,68,"Split-Level","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","None","	 0600"
4950,"16 KINGSWOOD DR",93030,1,1946,0.17,1344,68,"Cape Cod","Single Family","Average",2,2,"Gas/Oil","FA/HW/ST","None","	 0600"
4960,"143 EASTERN ST",94570,1,1940,0.21,1256,68,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0600"
4985,"256 ROSEWOOD AV",61460,1,1942,0.13,1008,55,"Cape Cod","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0700"
4988,"224 ROSEWOOD AV",81620,1,1943,0.15,1183,78,"Ranch","Single Family","Below Average",3,2,"Oil/Gas","FA/HW/ST","None","	 0700"
4989,"214 ROSEWOOD AV",77560,1,1942,0.16,818,78,"Ranch","Single Family","Average",2,1,"Gas/Oil","FA/HW/ST","None","	 0700"
4992,"184 ROSEWOOD AV",56840,1,1943,0.17,708,68,"Ranch","Single Family","Below Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0700"
4993,"174 ROSEWOOD AV",54040,1,1942,0.18,745,68,"Ranch","Single Family","Below Average",2,1,"Oil/Gas","FA/HW/ST","Central","	 0700"
4995,"85 FIRST AV",75740,1,1964,0.28,1112,58,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 0700"
4999,"111 FIRST AV",91490,1,1966,0.24,1585,58,"Cape Cod","Single Family","Average",4,2,"Oil/Gas","FA/HW/ST","None","	 0700"
5003,"145 FIRST AV",68740,1,1964,0.18,1000,58,"Ranch","Single Family","Average",3,1,"Oil/Gas","Hot Water","None","	 0700"
5004,"151 FIRST AV",75600,1,1964,0.12,1020,68,"Ranch","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","Central","	 0700"
5005,"161 FIRST AV",74620,1,1964,0.18,1000,58,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 0700"
5008,"59 HEMINGWAY ST",99120,1,1990,0.15,1317,74,"Raised Ranch","Single Family","Average",3,2,"Oil/Gas","Hot Water","None","	 0700"
5009,"57 HEMINGWAY ST",105210,1,1990,0.14,1317,74,"Raised Ranch","Single Family","Average",4,2,"Oil/Gas","FA/HW/ST","None","	 0700"
5012,"51 HEMINGWAY ST",111160,1,1991,0.14,1317,74,"Raised Ranch","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 0700"
5013,"49 HEMINGWAY ST",105980,1,1991,0.12,1317,74,"Raised Ranch","Single Family","Average",3,2,"Oil/Gas","Hot Water","None","	 0700"
5015,"45 HEMINGWAY ST",131530,1,1991,0.21,2045,74,"Raised Ranch","Single Family","Average",4,2,"Oil/Gas","FA/HW/ST","Heat Pump","	 0700"
5019,"119 HEMINGWAY ST",83930,1,1955,0.18,960,68,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0700"
5024,"780 RUSSELL ST",86800,1,1957,0.24,1172,68,"Ranch","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0700"
5025,"772 RUSSELL ST",107100,1,1915,0.24,1385,68,"Ranch","Single Family","Average",2,1,"Gas/Oil","Hot Water","None","	 0700"
5028,"756 RUSSELL ST",51240,1,1940,0.12,715,68,"Bungalow","Single Family","Below Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0700"
5029,"752 RUSSELL ST",108710,1,1925,0.12,1628,78,"Colonial","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 0700"
5032,"740 RUSSELL ST",73220,1,1930,0.13,1262,68,"Cape Cod","Single Family","Below Average",4,1,"Oil/Gas","FA/HW/ST","None","	 0700"
5033,"738 RUSSELL ST",97580,1,1935,0.14,1436,78,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0700"
5039,"205 ROSEWOOD AV",53410,1,1955,0.15,768,68,"Ranch","Single Family","Below Average",2,1,"Gas/Oil","FA/HW/ST","None","	 0700"
5042,"235 ROSEWOOD AV",75110,1,1943,0.17,726,78,"Ranch","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0700"
5044,"265 ROSEWOOD AV",85120,1,1943,0.24,1404,68,"Cape Cod","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0700"
5045,"275 ROSEWOOD AV",117810,1,1952,0.3,1300,68,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0700"
5048,"813 RUSSELL ST",76650,1,1913,0.18,1008,68,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0700"
5049,"821 RUSSELL ST",84980,1,1964,0.25,1000,68,"Ranch","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0700"
5052,"799 RUSSELL ST",112840,1,2005,0.17,1456,90,"Colonial","Single Family","Average",3,2,"Gas/Oil","FA/HW/ST","Central","	 0700"
5053,"220 EASTERN ST",123480,1,2005,0.18,1456,90,"Colonial","Single Family","Above Average",3,2,"Gas/Oil","FA/HW/ST","Central","	 0700"
5054,"791 RUSSELL ST",97020,1,1930,0.31,1680,68,"Bungalow","Single Family","Average",4,1,"Oil/Gas","FA/HW/ST","None","	 0700"
5058,"763 RUSSELL ST",101500,1,1950,0.18,1619,78,"Bungalow","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0700"
5065,"745 RUSSELL ST",84840,1,1925,0.18,1378,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0700"
5176,"144 FIRST AV",86100,1,1965,0.19,1024,68,"Ranch","Single Family","Average",3,1,"Oil/Gas","Hot Water","None","	 0700"
5177,"138 FIRST AV",115500,1,1931,0.18,1687,78,"Colonial","Single Family","Above Average",3,1,"Gas/Oil","Hot Water","None","	 0700"
5183,"106 FIRST AV",89390,1,1916,0.15,1332,68,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0700"
5185,"96 FIRST AV",149240,1,1987,0.18,2000,88,"Colonial","Single Family","Average",4,2,"Oil/Gas","FA/HW/ST","Central","	 0700"
5193,"875 QUINNIPIAC AV",91420,1,1900,0.19,1136,68,"Cape Cod","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","Central","	 0700"
5218,"1003 QUINNIPIAC AV",83440,1,1927,0.17,1344,68,"Colonial","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0700"
5287,"185 OLD FOXON RD",107590,1,1963,0.48,1232,68,"Split-Level","Single Family","Average",4,2,"Oil/Gas","FA/HW/ST","Central","	 0700"
5336,"403 EASTERN ST",81550,1,1961,0.2,988,68,"Ranch","Single Family","Average",2,1,"Gas/Oil","FA/HW/ST","Central","	 0700"
5337,"399 EASTERN ST",79660,1,1952,0.27,960,68,"Ranch","Single Family","Average",2,1,"Gas/Oil","FA/HW/ST","None","	 0700"
5356,"400 EASTERN ST",60970,1,1900,0.17,801,55,"Cape Cod","Single Family","Average",1,1,"Oil/Gas","FA/HW/ST","None","	 0700"
5360,"1121 QUINNIPIAC AV",71750,1,1956,0.1,744,68,"Cape Cod","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0700"
5377,"45 FOXON ST",80920,1,1964,0.15,1056,68,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0700"
5382,"96 ESSEX ST",112280,1,1958,0.21,1253,78,"Ranch","Single Family","Average",3,1,"Oil/Gas","Forced Hot Air","Central","	 0700"
5383,"90 ESSEX ST",77140,1,1964,0.19,988,68,"Ranch","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0700"
5384,"84 ESSEX ST",95830,1,1959,0.18,988,78,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 0700"
5394,"60 FOXON ST",79380,1,1920,0.11,1109,63,"Cape Cod","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0700"
5408,"1154 QUINNIPIAC AV",136780,1,1900,0.85,1768,78,"Colonial","Single Family","Above Average",3,1,"Gas/Oil","FA/HW/ST","None","	 0700"
5412,"1120 QUINNIPIAC AV",106610,1,1900,0.16,1593,73,"Colonial","Single Family","Above Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0700"
5434,"1200 QUINNIPIAC AV",107730,1,1954,0.32,1347,68,"Ranch","Single Family","Average",3,1,"Oil/Gas","Hot Water","None","	 0700"
5438,"201 BARNES AV",115010,1,1930,0.2,1296,78,"Bungalow","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 0700"
5439,"203 BARNES AV",108780,1,1930,0.15,1426,68,"Bungalow","Single Family","Above Average",2,2,"Oil/Gas","FA/HW/ST","None","	 0700"
5474,"1299 QUINNIPIAC AV",90930,1,1950,0.19,832,68,"Bungalow","Single Family","Average",3,1,"Oil/Gas","Steam","None","	 0800"
5478,"1323 QUINNIPIAC AV",99820,1,1947,0.2,920,78,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0800"
5479,"1333 QUINNIPIAC AV",98140,1,1950,0.25,1089,68,"Ranch","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0800"
5480,"1343 QUINNIPIAC AV",168070,1,1950,0.24,2528,68,"Cape Cod","Single Family","Above Average",2,2,"Oil/Gas","FA/HW/ST","Central","	 0800"
5481,"584 EASTERN ST",91070,1,1946,0.16,1080,68,"Cape Cod","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0800"
5629,"102 DANIEL DR",117040,1,1950,0.32,960,78,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 0800"
5633,"72 DANIEL DR",100660,1,1957,0.34,960,68,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 0800"
5634,"64 DANIEL DR",101010,1,1954,0.32,1104,68,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 0800"
5635,"40 DANIEL DR",108010,1,1950,0.74,960,78,"Ranch","Single Family","Average",3,1,"Oil/Gas","Hot Water","None","	 0800"
5638,"12 DANIEL DR",125650,1,1958,0.45,1600,68,"Ranch","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","Heat Pump","	 0800"
5639,"30 DELL DR",106540,1,1950,0.24,1272,68,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0800"
5648,"62 DELL DR",129920,1,1958,0.28,1296,78,"Ranch","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 0800"
5652,"31 DANIEL DR",92750,1,1957,0.34,960,68,"Ranch","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","Central","	 0800"
5654,"47 DANIEL DR",102830,1,1958,0.42,960,68,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 0800"
5655,"55 DANIEL DR",102270,1,1958,0.42,960,78,"Ranch","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0800"
5658,"89 DANIEL DR",119420,1,1958,0.23,1660,78,"Colonial","Single Family","Average",4,2,"Oil/Gas","FA/HW/ST","Central","	 0800"
5664,"1453 QUINNIPIAC AV",125020,1,1960,0.2,1440,89,"Cape Cod","Single Family","Average",4,1,"Oil/Gas","FA/HW/ST","Central","	 0800"
5668,"1461 QUINNIPIAC AV",133210,1,1875,0.58,2125,68,"Colonial","Single Family","Above Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0800"
5717,"1320 QUINNIPIAC AV",98350,1,1942,0.15,1349,68,"Cape Cod","Single Family","Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 0800"
5726,"226 BARNES AV",77770,1,1948,0.14,999,68,"Colonial","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0800"
5727,"216 BARNES AV",86450,1,1900,0.28,1059,68,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0800"
5730,"204 BARNES AV",91140,1,1950,0.15,935,78,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","Central","	 0800"
5731,"202 BARNES AV",101920,1,1959,0.26,1128,68,"Ranch","Single Family","Average",3,1,"Oil/Gas","Hot Water","None","	 0800"
5746,"174 BARNES AV",89180,1,1920,0.55,1170,68,"Cape Cod","Single Family","Average",2,1,"Oil/Gas","Hot Water","None","	 0800"
5747,"154 BARNES AV",103740,1,1950,0.5,1240,68,"Ranch","Single Family","Average",3,1,"Oil/Gas","Hot Water","None","	 0800"
5750,"138 BARNES AV",56560,1,1900,0.59,1402,22,"Colonial","Single Family","Average",3,2,"Oil/Gas","Hot Water","None","	 0800"
5751,"5 KENNY DR",93870,1,1948,0.3,1080,68,"Cape Cod","Single Family","Average",2,1,"Oil/Gas","Hot Water","None","	 0800"
5756,"15 EMILY RD",90650,1,1948,0.17,1080,68,"Cape Cod","Single Family","Average",1,1,"Oil/Gas","FA/HW/ST","None","	 0800"
5760,"33 EMILY RD",93800,1,1948,0.17,1214,68,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0800"
5766,"67 EMILY RD",85610,1,1948,0.17,1140,68,"Cape Cod","Single Family","Average",2,1,"Oil/Gas","FA/HW/ST","None","	 0800"
5767,"73 EMILY RD",92400,1,1948,0.17,1160,68,"Cape Cod","Single Family","Average",2,1,"Gas/Oil","FA/HW/ST","None","	 0800"
5770,"89 EMILY RD",101360,1,1948,0.17,1263,68,"Cape Cod","Single Family","Above Average",3,1,"Oil/Gas","Hot Water","None","	 0800"
5771,"95 EMILY RD",129150,1,1948,0.33,1608,78,"Cape Cod","Single Family","Above Average",3,2,"Oil/Gas","FA/HW/ST","Central","	 0800"
5776,"71 KENNY DR",89530,1,1948,0.19,1080,68,"Cape Cod","Single Family","Average",3,1,"Oil/Gas","FA/HW/ST","None","	 0800"
5783,"133 KENNY DR",108570,1,1949,0.27,1416,78,"Cape Cod","Single Family","Average",4,1,"Oil/Gas","FA/HW/ST","Central","	 0800"
5784,"88 EMILY RD",140000,1,1947,0.17,1886,78,"Cape Cod","Single Family","Above Average",4,2,"Oil/Gas","FA/HW/ST","None","	 0800"
5785,"82 EMILY RD",96950,1,1947,0.17,1080,68,"Cape Cod","Single Family","Average",3,2,"Gas/Oil","FA/HW/ST","None","	 0800"
